,Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
17238,CBQ695b,"{Now turn to {hand cards 38 and 39/hand cards 40 and 41}.} Again, for this next question you may give more than one answer. Now think about the ""serving size"" on a food label. What does serving size mean to you? Serving size is...",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17239,CBQ695c,"{Now turn to {hand cards 38 and 39/hand cards 40 and 41}.} Again, for this next question you may give more than one answer. Now think about the ""serving size"" on a food label. What does serving size mean to you? Serving size is...",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17240,CBQ698a,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17241,CBQ698b,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17242,CBQ698c,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17243,CBQ698cd,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17244,CBQ698d,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17245,CBQ698e,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17246,CBQ698f,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17247,CBQ698g,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17248,CBQ698h,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17249,CBQ698i,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17250,CBQ700,"{Now turn the page to use hand card 3.} Many food packages contain an expiration date such as ""use by"" or ""sell by"". How often do you use the expiration date when deciding to buy a food product? Would you say always, most of the time, sometimes, rarely, or never?",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17251,CBQ738a,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17252,CBQ738b,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17253,CBQ738c,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17254,CBQ738cd,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17255,CBQ738d,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17256,CBQ738e,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17257,CBQ738f,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17258,CBQ738g,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17259,CBQ738h,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17260,CBQ738i,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17261,CBQ738j,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17262,CBQ738k,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17263,CBQ785,The interview was completed in:,CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17264,CBQ830,"In the past 12 months, did you eat at an all-you-can-eat buffet style restaurant?",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17265,CBQ835,"The last time you ate at an all-you-can-eat buffet style restaurant, did you notice any calorie information on the menu?",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17266,CBQ840,Did you use the information in deciding what to eat?,CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17267,CBQ845,"In the past 12 months, did you buy any foods or beverages at a place that sells mostly beverages such as a coffee shop or juice bar?",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17268,CBQ850,"The last time you bought foods or beverages at a place that sells mostly beverages, did you notice any calorie information on the menu?",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17269,CBQ855,Did you use the information in deciding what to order?,CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17270,CBQ860,"In the past 12 months, did you buy any foods or beverages at movie theaters, sports arenas, or other places of recreation?",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17271,CBQ865,"The last time you bought foods or beverages at a movie theater, sports arena, or other place of recreation, did you notice any calorie information on the menu?",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17272,CBQ870,Did you use the information in deciding what to order?,CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17273,CBQ875,"In the past 12 months, did you buy prepared foods such as salads, soups, chicken, sandwiches and cooked vegetables from grocery store salad bars and deli counters?",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17274,CBQ880,"The last time you bought prepared foods at a grocery store, did you notice any calorie information about these foods?",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17275,CBQ885,Did you use the information in deciding what to buy?,CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17276,CBQ890,"In the past 12 months, did you buy prepared foods at convenience stores including gas stations or corner stores?",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17277,CBQ895,"The last time you bought prepared foods at a convenience store, including a gas station or corner store, did you notice any calorie information about these foods?",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17278,CBQ900,Did you use the information in deciding what to buy?,CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17279,CBQ905,"{Please turn to hand cards 12 and 13.}  How about the information on the number of servings in the package?  [How often do you use information on the number of servings in the package on a food label, {such as the part colored in purple on hand card 12,} when deciding to buy a food product?]   [Would you say always, most of the time, sometimes, rarely, or never?]",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17280,CBQ910,"{Please turn to hand cards 14 and 15.}  How about the information contained in the footnote?  [How often do you use information contained in the footnote on a food label, {such as the part colored in orange on hand card 14,} when deciding to buy a food product?]  [Would you say always, most of the time, sometimes, rarely, or never?]",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17281,CBQ915,"{For the next question you'll use {hand cards 19 & 21} to respond, but first please look at {hand card 18/hand card 20.}  Which one do you use more often when deciding to buy a food product - information on the food label about Percent Daily Value, {such as the part colored in blue on {hand card 18/hand card 20},} or about the amount of nutrients such as the value in grams or milligrams noted next to each nutrient {such as the part highlighted in yellow}?  {Looking at {hand card 19/hand card 21},} would you say you use...",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17282,CBQ925,Now turn to {hand cards 22 and 23/hand cards 24 and 25}. The label of the product shows 5% Daily Value for Vitamin A in a serving of the product.  What does the 5% Daily Value mean to you?,CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17283,CBQ930,"{Look at hand cards 26 and 27.}  How often do you use the calorie information on a food label, {such as the part colored in green,} when deciding to buy a food product?  Would you say always, most of the time, sometimes, rarely, or never?",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17284,CBQ935,"{Please turn your hand cards to the next page.}  How about information on sugars?  [How often do you use information on sugars on a food label, {such as the part colored in pink on hand card 28,} when deciding to buy a food product?]  Would you say always, most of the time, sometimes, rarely, or never?",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17285,CBQ945,"{Now turn to hand cards 30 and 31.}  How about information on sodium?  [How often do you use information on sodium on a food label, {such as the part colored in blue on hand card 30,} when deciding to buy a food product?]  [Would you say always, most of the time, sometimes, rarely, or never?]",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17286,CBQ950,"{Please turn to the next hand card page.}  Some food packages contain two column labels. {For example, the one shown in hand card 32}. The first column has nutrient information for one serving of the food, and the second column contains information for the entire package.  On packages containing two column labels, how often do you use the second column with information per container when deciding to buy a food product?  Would you say always, most of the time, sometimes, rarely, or never?",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17287,DBD930,Are you the person who does most of the planning or preparing of meals in your family?,CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17288,DBD935,Do you share in the planning or preparing of meals with someone else?,CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17289,DBD940,Are you the person who does most of the shopping for food in your family?,CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17290,DBD945,Do you share in the shopping for food with someone else?,CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17291,DBQ750,"{Please turn to hand card 6. For the next few questions you'll use hand card 7 to respond, but first please look at hand card 6 which shows an example of the food label. How often do you use the Nutrition Facts panel on a food label, such as the part colored in yellow on the sample food label on hand card 6, when deciding to buy a food product?} {Looking at hand card 7,} would you say always, most of the time, sometimes, rarely, or never?",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17292,DBQ760,"{Please turn to hand card 8. Again, for the next question, you’ll use hand card 9 to respond, but first look at hand card 8.} How often do you use the list of ingredients on a food label, {such as the part colored in pink on hand card 8,} when deciding to buy a food product? Would you say always, most of the time, sometimes, rarely, or never?",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17293,DBQ770,"{Please turn your hand card to the next page.} How about the information on the serving size? [HAND CARD # 10] How often do you use information on the serving size on a food label, {such as the part colored in green on hand card 10,} when deciding to buy a food product?] Would you say always, most of the time, sometimes, rarely, or never?]",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17294,DBQ780,"Some food packages contain health claims about the benefits of nutrients or foods {like the examples on hand card 4}. How often do you use this kind of health claim when deciding to buy a product? Using hand card 5, would you say always, most of the time, sometimes, rarely, or never?",CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17295,SEQN,Respondent sequence number.,CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17296,WTDRD1,Dietary day one sample weight,CBQPFC_J,Consumer Behavior Phone Follow-up Module - Child,2017,2018,Questionnaire,None
17297,CBQ502,Do you have the green hand card booklet? {It is in the same bag as the food measuring guides [you used for your/we used for SP’s] dietary phone interview. I'll wait while you locate it. Do you have it?},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17298,CBQ503,"Let's go ahead with the interview anyway.  Do you have a cereal box, can or package of food with a food label on the back or the side that you can use for this interview?  I'll wait while you locate it.",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17299,CBQ506,"I am going to ask you about eating foods and beverages from different places. The types of places are listed on hand card 1 in your booklet.  Please turn to hand card 1. We will start with foods or beverages from fast food or pizza places, then I'll go down the list and ask you about each of the other places.}  For the first few questions, please answer yes or no.
In the past 12 months, did you buy food from fast food or pizza places?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17300,CBQ536,"At the last fast food or pizza place you bought foods or beverages, did you notice any calorie information on the menu?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17301,CBQ541,Did you use the information in deciding what to buy?,CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17302,CBQ551,"In the past 12 months, did you eat in or get take-out from a restaurant with waiter or waitress service?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17303,CBQ581,"The last time you ate or got take-out from a restaurant with a waiter or waitress, did you notice any calorie information on the menu?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17304,CBQ586,Did you use the information in deciding what to order?,CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17305,CBQ645,{Please turn to hand card 2.} About how many calories do you think a {man/woman} of your age and physical activity needs to consume a day to maintain your current weight?,CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17306,CBQ685,"{Please turn to hand cards 16 and 17.}  How about the information on the percent daily value?  [How often do you use information on the percent daily value on a food label, {such as the part colored in blue on hand card 16,} when deciding to buy a food product?] [Would you say always, most of the time, sometimes, rarely, or never?]",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17307,CBQ695a,"{Now turn to {hand cards 38 and 39/hand cards 40 and 41}.} Again, for this next question you may give more than one answer. Now think about the ""serving size"" on a food label. What does serving size mean to you? Serving size is...",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17308,CBQ695b,"{Now turn to {hand cards 38 and 39/hand cards 40 and 41}.} Again, for this next question you may give more than one answer. Now think about the ""serving size"" on a food label. What does serving size mean to you? Serving size is...",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17309,CBQ695c,"{Now turn to {hand cards 38 and 39/hand cards 40 and 41}.} Again, for this next question you may give more than one answer. Now think about the ""serving size"" on a food label. What does serving size mean to you? Serving size is...",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17310,CBQ698a,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17311,CBQ698b,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17312,CBQ698c,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17313,CBQ698cd,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17314,CBQ698d,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17315,CBQ698e,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17316,CBQ698f,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17317,CBQ698g,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17318,CBQ698h,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17319,CBQ698i,{What is the reason or reasons that you rarely or never check the food label when deciding to buy a food product? There are some examples on {hand card 36/hand card 37}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17320,CBQ700,"{Now turn the page to use hand card 3.} Many food packages contain an expiration date such as ""use by"" or ""sell by"". How often do you use the expiration date when deciding to buy a food product? Would you say always, most of the time, sometimes, rarely, or never?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17321,CBQ738a,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17322,CBQ738b,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17323,CBQ738c,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17324,CBQ738cd,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17325,CBQ738d,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17326,CBQ738e,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17327,CBQ738f,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17328,CBQ738g,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17329,CBQ738h,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17330,CBQ738i,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17331,CBQ738j,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17332,CBQ738k,{What is the reason or reasons that you check the food label when deciding to buy a food product? There are some examples on {hand card 34/hand card 35}. You may give more than one answer.},CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17333,CBQ785,The interview was completed in:,CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17334,CBQ830,"In the past 12 months, did you eat at an all-you-can-eat buffet style restaurant?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17335,CBQ835,"The last time you ate at an all-you-can-eat buffet style restaurant, did you notice any calorie information on the menu?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17336,CBQ840,Did you use the information in deciding what to eat?,CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17337,CBQ845,"In the past 12 months, did you buy any foods or beverages at a place that sells mostly beverages such as a coffee shop or juice bar?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17338,CBQ850,"The last time you bought foods or beverages at a place that sells mostly beverages, did you notice any calorie information on the menu?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17339,CBQ855,Did you use the information in deciding what to order?,CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17340,CBQ860,"In the past 12 months, did you buy any foods or beverages at movie theaters, sports arenas, or other places of recreation?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17341,CBQ865,"The last time you bought foods or beverages at a movie theater, sports arena, or other place of recreation, did you notice any calorie information on the menu?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17342,CBQ870,Did you use the information in deciding what to order?,CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17343,CBQ875,"In the past 12 months, did you buy prepared foods such as salads, soups, chicken, sandwiches and cooked vegetables from grocery store salad bars and deli counters?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17344,CBQ880,"The last time you bought prepared foods at a grocery store, did you notice any calorie information about these foods?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17345,CBQ885,Did you use the information in deciding what to buy?,CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17346,CBQ890,"In the past 12 months, did you buy prepared foods at convenience stores including gas stations or corner stores?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17347,CBQ895,"The last time you bought prepared foods at a convenience store, including a gas station or corner store, did you notice any calorie information about these foods?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17348,CBQ900,Did you use the information in deciding what to buy?,CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17349,CBQ905,"{Please turn to hand cards 12 and 13.}  How about the information on the number of servings in the package?  [How often do you use information on the number of servings in the package on a food label, {such as the part colored in purple on hand card 12,} when deciding to buy a food product?]   [Would you say always, most of the time, sometimes, rarely, or never?]",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17350,CBQ910,"{Please turn to hand cards #\14 and 15.}  How about the information contained in the footnote?  [How often do you use information contained in the footnote on a food label, {such as the part colored in orange on hand card 14,} when deciding to buy a food product?]  [Would you say always, most of the time, sometimes, rarely, or never?]",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17351,CBQ915,"{For the next question you'll use {hand cards 19 & 21} to respond, but first please look at {hand card 18/hand card 20.}  Which one do you use more often when deciding to buy a food product - information on the food label about Percent Daily Value, {such as the part colored in blue on {hand card 18/hand card 20},} or about the amount of nutrients such as the value in grams or milligrams noted next to each nutrient {such as the part highlighted in yellow}?  {Looking at {hand card 19/hand card 21},} would you say you use...",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17352,CBQ925,Now turn to {hand cards 22 and 23/hand cards 24 and 25}. The label of the product shows 5% Daily Value for Vitamin A in a serving of the product.  What does the 5% Daily Value mean to you?,CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17353,CBQ930,"{Look at hand cards 26 and 27.}  How often do you use the calorie information on a food label, {such as the part colored in green,} when deciding to buy a food product?  Would you say always, most of the time, sometimes, rarely, or never?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17354,CBQ935,"{Please turn your hand cards to the next page.}  How about information on sugars?  [How often do you use information on sugars on a food label, {such as the part colored in pink on hand card 28,} when deciding to buy a food product?]  Would you say always, most of the time, sometimes, rarely, or never?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17355,CBQ945,"{Now turn to hand cards 30 and 31.}  How about information on sodium?  [How often do you use information on sodium on a food label, {such as the part colored in blue on hand card 30,} when deciding to buy a food product?]  [Would you say always, most of the time, sometimes, rarely, or never?]",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
17356,CBQ950,"{Please turn to the next hand card page.}  Some food packages contain two column labels. {For example, the one shown in hand card 32}. The first column has nutrient information for one serving of the food, and the second column contains information for the entire package.  On packages containing two column labels, how often do you use the second column with information per container when deciding to buy a food product?  Would you say always, most of the time, sometimes, rarely, or never?",CBQPFA_J,Consumer Behavior Phone Follow-up Module - Adult,2017,2018,Questionnaire,None
